movieId,title,genres,tag,relevant_tags,combined_features,imdbId
95758,"Ultramarathon Man: 50 Marathons, 50 States, 50 Days (2008)",Documentary,,,Documentary  ,1043753
95761,Killer Joe (2011),Crime Thriller,ending sucked Emile Hirsch violent disturbing great story Tracy Letts unique dvd Emile Hirsch violent William Friedkin disturbing great story based on a play nudity (full frontal) ending sucked should like,dark humor violent pornography violence brutality,Crime Thriller ending sucked Emile Hirsch violent disturbing great story Tracy Letts unique dvd Emile Hirsch violent William Friedkin disturbing great story based on a play nudity (full frontal) ending sucked should like dark humor violent pornography violence brutality,1726669
95765,Yertle the Turtle and Other Stories (1992),Animation Children,adapted from:book author:Dr. Seuss based on a book Dr. Seuss short,,Animation Children adapted from:book author:Dr. Seuss based on a book Dr. Seuss short ,214311
95767,Power (Jew Süss) (1934),Drama Romance,,,Drama Romance  ,25329
95769,"Gospel of Judas, The (2006)",Documentary,,,Documentary  ,791307
95771,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action Adventure Animation,,,Action Adventure Animation  ,285036
95773,King of Thorn (King of Thorns) (Ibara no O) (2009),Adventure Animation Horror Sci-Fi Thriller,Anime Fantasy manga virtual reality anime book was better manga,,Adventure Animation Horror Sci-Fi Thriller Anime Fantasy manga virtual reality anime book was better manga ,1690483
95776,Bob Funk (2009),Comedy Romance,infantilism rachael leigh cook rachael sexy,,Comedy Romance infantilism rachael leigh cook rachael sexy ,1091172
95780,Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),Action Adventure Animation,,,Action Adventure Animation  ,142234
95782,Dragon Ball Z: Fusion Reborn (Doragon bôru Z 12: Fukkatsu no fyushon!! Gokû to Bejîta) (1995),Action Adventure Animation,,,Action Adventure Animation  ,142236
95784,Intohimon vallassa (1947),Drama Romance,drunk Regina Linnanheimo Teuvo Tulio Teuvo Tulio,,Drama Romance drunk Regina Linnanheimo Teuvo Tulio Teuvo Tulio ,39495
95794,"Lost, Lost, Lost (1976) ",Documentary,,,Documentary  ,209110
95796,Anaconda III (2008),Action Horror Sci-Fi,,,Action Horror Sci-Fi  ,1137996
95804,Wild Bill (2011),Crime Drama,family father-son relationship fatherhood post-prison rehabilitation Dexter Fletcher,,Crime Drama family father-son relationship fatherhood post-prison rehabilitation Dexter Fletcher ,1795702
95814,Pete Smalls Is Dead (2010),Comedy,cast film noir Peter Dinklage Steve Buscemi,,Comedy cast film noir Peter Dinklage Steve Buscemi ,1381413
95816,Being Flynn (2012),Comedy Drama,,,Comedy Drama  ,455323
95830,"Drum, The (Drums) (1938)",Adventure War,Criterion Zoltan Korda drums India,,Adventure War Criterion Zoltan Korda drums India ,30082
95832,Elephant Boy (1937),Adventure Drama,Criterion Robert J. Flaherty Zoltan Korda BD-R,,Adventure Drama Criterion Robert J. Flaherty Zoltan Korda BD-R ,28827
95835,"Forger, The (2012)",Drama,,,Drama  ,1368858
95837,"Child's Christmas in Wales, A (1987)",Children Drama,Xmas theme Christmas,,Children Drama Xmas theme Christmas ,172238
95839,"Christmas Carol, A (1999)",Drama Fantasy,adapted from:play playwright:Charles Dickens Xmas theme David Hugh Jones based on a book Charles Dickens Christmas,,Drama Fantasy adapted from:play playwright:Charles Dickens Xmas theme David Hugh Jones based on a book Charles Dickens Christmas ,216621
95843,Goodbye Charlie (1964),Comedy Fantasy Romance,,,Comedy Fantasy Romance  ,58154
95854,Rage (Rabia) (2009),Romance Thriller,,,Romance Thriller  ,1151923
95856,Knick Knack (1989),Animation Children,Pixar short Pixar short,,Animation Children Pixar short Pixar short ,97674
95858,For the Birds (2000),Animation Children Comedy,Pixar short Pixar short short Funny Short birds Pixar short animation pixar pre movie,,Animation Children Comedy Pixar short Pixar short short Funny Short birds Pixar short animation pixar pre movie ,248808
95873,Ruby Sparks (2012),Comedy Fantasy Romance,flat characters human nature Magic Realism original plot quirky Steve Coogan writers human nature original plot Magic Realism quirky Jonathan Dayton Steve Coogan Valerie Faris flat characters human nature original quirky writers flat characters flat characters human nature Magic Realism quirky,writers original quirky romantic relationships,Comedy Fantasy Romance flat characters human nature Magic Realism original plot quirky Steve Coogan writers human nature original plot Magic Realism quirky Jonathan Dayton Steve Coogan Valerie Faris flat characters human nature original quirky writers flat characters flat characters human nature Magic Realism quirky writers original quirky romantic relationships,1839492
95875,Total Recall (2012),Action Sci-Fi Thriller,mars adapted from:book agent/assassin with false memories/amnesia author:Philip K. Dick Bechdel Test:Fail DVD:commentary in dual windows dystopia innocent person on the run killer-as-protagonist living a fictional life mars memory memory makes us who we are murder pretend wife spy on the run action mars memory Nudity (Topless) Philip K. Dick remake robots action Sci-fi visually appealing Kate Beckinsale remake remake sci fi author:Philip K. Dick Colin Farrell Cyberpunk Jessica Biel John Cho memory remake Sci-fi action Colin Farrell cyberpunk remake visually appealing author:Philip K. Dick Colin Farrell cyberpunk Philip K. Dick Colin Farrell Jessica Biel Kate Beckinsale brainwashing double agents dystopia espionage future futuristic memory open ending post-apocalyptic robots war author:Philip K. Dick mars mars mars aftermath of war memory Bechdel Test:Fail Cyberpunk Philip K. Dick remake science fiction visually appealing action action future futuristic memory post-apocalyptic purposely ambiguous robots Sci-fi visually appealing author:Philip K. Dick Colin Farrell memory philosophy remake Sci-fi science fiction mars double agents hot girls! mars aftermath of war bad science based on a book check your brain at the door cyberpunk dystopia espionage future Jessica Biel Kate Beckinsale memory not as good as the original Philip K. Dick remake Sci-fi science fiction the whole movie is just one long chase scene unlikeable characters unnecessary remake MOLT_CRITICADA remake future Jessica Biel memory Sci-fi science fiction action action Colin Firth science fiction mars Nudity (Topless) Philip K. Dick pointless remake predictable Colin Farrell Jessica Biel Kate Beckinsale plot holes robots based on a book cyberpunk dystopia espionage memory Philip K. Dick post-apocalyptic remake robots cyberpunk dystopia espionage future memory remake robots Sci-fi visually appealing dystopia espionage memory Philip K. Dick Sci-fi visually appealing action remake dystopia mars remake science fiction action cyberpunk IMAX Digital only agent/assassin with false memories/amnesia bad guys can't aim bad science check your brain at the door Colin Farrell Kate Beckinsale lens flares Nudity (Topless) Philip K. Dick plot holes robots Sci-fi the whole movie is just one long chase scene unlikeable characters unnecessary remake wrong accents memory action action,remake futuristic action future sci-fi,Action Sci-Fi Thriller mars adapted from:book agent/assassin with false memories/amnesia author:Philip K. Dick Bechdel Test:Fail DVD:commentary in dual windows dystopia innocent person on the run killer-as-protagonist living a fictional life mars memory memory makes us who we are murder pretend wife spy on the run action mars memory Nudity (Topless) Philip K. Dick remake robots action Sci-fi visually appealing Kate Beckinsale remake remake sci fi author:Philip K. Dick Colin Farrell Cyberpunk Jessica Biel John Cho memory remake Sci-fi action Colin Farrell cyberpunk remake visually appealing author:Philip K. Dick Colin Farrell cyberpunk Philip K. Dick Colin Farrell Jessica Biel Kate Beckinsale brainwashing double agents dystopia espionage future futuristic memory open ending post-apocalyptic robots war author:Philip K. Dick mars mars mars aftermath of war memory Bechdel Test:Fail Cyberpunk Philip K. Dick remake science fiction visually appealing action action future futuristic memory post-apocalyptic purposely ambiguous robots Sci-fi visually appealing author:Philip K. Dick Colin Farrell memory philosophy remake Sci-fi science fiction mars double agents hot girls! mars aftermath of war bad science based on a book check your brain at the door cyberpunk dystopia espionage future Jessica Biel Kate Beckinsale memory not as good as the original Philip K. Dick remake Sci-fi science fiction the whole movie is just one long chase scene unlikeable characters unnecessary remake MOLT_CRITICADA remake future Jessica Biel memory Sci-fi science fiction action action Colin Firth science fiction mars Nudity (Topless) Philip K. Dick pointless remake predictable Colin Farrell Jessica Biel Kate Beckinsale plot holes robots based on a book cyberpunk dystopia espionage memory Philip K. Dick post-apocalyptic remake robots cyberpunk dystopia espionage future memory remake robots Sci-fi visually appealing dystopia espionage memory Philip K. Dick Sci-fi visually appealing action remake dystopia mars remake science fiction action cyberpunk IMAX Digital only agent/assassin with false memories/amnesia bad guys can't aim bad science check your brain at the door Colin Farrell Kate Beckinsale lens flares Nudity (Topless) Philip K. Dick plot holes robots Sci-fi the whole movie is just one long chase scene unlikeable characters unnecessary remake wrong accents memory action action remake futuristic action future sci-fi,1386703
95890,Le Donk & Scor-zay-zee (2009),Comedy,improvisation paddy considine shane meadows,,Comedy improvisation paddy considine shane meadows ,1437849
95896,388 Arletta Avenue (2011),Thriller,,,Thriller  ,1767272
95898,"Craigslist Killer, The (2011) ",Crime Drama Thriller,,,Crime Drama Thriller  ,1772373
95901,Mysterious Origins of Man (1996),Documentary,,,Documentary  ,323339
95926,"Monitor, The (Babycall) (2011)",Horror Thriller,,,Horror Thriller  ,1595833
95932,"Fantastic Four, The (1994)",Action Adventure Fantasy Sci-Fi,,,Action Adventure Fantasy Sci-Fi  ,109770
95935,Bertie and Elizabeth (2002),Drama,might like,,Drama might like ,310733
95937,Infection (Kansen) (2004),Drama Horror,,,Drama Horror  ,418778
95939,"Angels' Share, The (2012)",Comedy Drama,Scotland whisky whiskey Scotland whiskey ken loach social realism socialist Ken Loach drinking drugs Scotland btaege,scotland drugs drinking drama violence,Comedy Drama Scotland whisky whiskey Scotland whiskey ken loach social realism socialist Ken Loach drinking drugs Scotland btaege scotland drugs drinking drama violence,1924394
95941,Carbon Nation (2010),Documentary,,,Documentary  ,1482991
95945,"Dangerous Man, A (2009)",Action Crime Thriller,nudity (topless),,Action Crime Thriller nudity (topless) ,1360767
95949,"Immature, The (Immaturi) (2011)",Comedy,commitment living with parents maturity Rome,,Comedy commitment living with parents maturity Rome ,1630637
95961,Morning of the Earth (1971),Documentary,,,Documentary  ,248194
95963,Dragon Ball Z: Wrath of the Dragon (Doragon bôru Z 13: Ryûken bakuhatsu!! Gokû ga yaraneba dare ga yaru) (1995),Action Adventure Animation,music,,Action Adventure Animation music ,142243
95965,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action Adventure Animation,anime Dragon Ball space 7.2-FilmAffinity anime Dragon Ball epic space anime Dragon Ball epic,,Action Adventure Animation anime Dragon Ball space 7.2-FilmAffinity anime Dragon Ball epic space anime Dragon Ball epic ,142245
95967,Marriage Retreat (2011),Comedy Drama,,,Comedy Drama  ,1684558
95969,Vampire Journals (1997),Fantasy Horror,Full Moon Entertainment gore Gothic Gothic Horror practical FX vampires,,Fantasy Horror Full Moon Entertainment gore Gothic Gothic Horror practical FX vampires ,120428
95971,Dikkenek (2006),Comedy,,,Comedy  ,456123
95973,"Classe américaine, La (a.k.a. Le grand détournement) (1993)",Comedy,,,Comedy  ,321715
95975,"Necessary Death, A (2008)",Crime Drama Thriller,,,Crime Drama Thriller  ,1189349
95977,Junior Prom (1946),Documentary,,,Documentary  ,332166
95979,Oranges (2004),Drama,might like,,Drama might like ,401703
95982,"Killing Machine, The (Icarus) (2010)",Action Drama Thriller,,,Action Drama Thriller  ,1261862
95984,In the Name of the King 2: Two Worlds (2011),Action Adventure Drama Fantasy,,,Action Adventure Drama Fantasy  ,1767319
96002,"Tür, Die (Door, The) (2009)",Drama Mystery Sci-Fi,,,Drama Mystery Sci-Fi  ,1223934
96004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action Adventure Animation,dystopia future time travel Dragon Ball dystopia future time travel,,Action Adventure Animation dystopia future time travel Dragon Ball dystopia future time travel ,142247
96007,Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),Action Adventure Animation,,,Action Adventure Animation  ,142232
